Miniten;559
Paleta FrontÃ³n;561
Pelota mixteca;562
Qianball;565
Racketlon;566
Racquetball;567
Racquets;568
Real tennis;569
Soft tennis;570
Speed-ball;571
Speedminton;572
Squash;573
Hardball squash;574
Squash tennis;575
StickÃ©;576
Tennis polo;579
Model aerobatics;580
RC racing;581
Robot combat;582
Slot car racing;583
Bullriding;584
Miniature Bull Riding;585
Bronc Riding;587
Saddle Bronc Riding;588
Bareback Bronc Riding;589
Pole bending;590
Roping;591
Breakaway Roping;592
Calf Roping;593
Team Roping;594
Steer Roping;595
Steer Wrestling;596
Goat Tying;597
Endurance;598
5K run;599
10K run;600
Cross-country running;601
Half marathon;602
Marathon;603
Road running;604
Ekiden;605
Tower running;606
Ultramarathon;607
Snowshoe running;608
Fell running;609
Trail running;610
Mountain running;611
Skyrunning;612
Land sailing;614
Land windsurfing;615
Sailing;616
Kiteboarding;618
Dinghy sailing;619
Alpine skiing;620
Freestyle skiing;621
Nordic combined;622
Nordic skiing;623
Cross-country skiing;624
Telemark skiing;625
Ski jumping;626
Ski touring;627
Skijoring;628
Speed skiing;629
Bobsleigh;630
Luge;631
Skeleton;633
Toboggan;634
Clay pigeon shooting;635
Skeet shooting;636
Trap shooting;637
Sporting clays;638
Target shooting;639
Field target;640
Fullbore target rifle;641
High power rifle;642
Benchrest shooting;643
Metallic silhouette;644
Practical shooting;645
Cowboy action shooting;646
Metallic silhouette shooting;647
Card stacking;648
Dice stacking;649
Sport stacking;650
Hockey;651
Ball hockey;652
Field hockey;658
Indoor field hockey;659
Floorball;660
Pond hockey;662
Power hockey;663
Sledge hockey;664
Underwater ice hockey;665
Rinkball;667
Roller hockey;668
Inline hockey;669
Roller hockey (Quad);670
Skater hockey;671
Rossall Hockey;672
Spongee;673
Street hockey;674
Underwater hockey;675
Cammag;677
Hurling;678
Camogie;679
Shinty;680
Composite rules shinty-hurling;681
Lacrosse;682
Box lacrosse;683
Field lacrosse;684
Women's lacrosse;685
Intercrosse;686
Polo;687
Bicycle polo;688
Canoe polo;689
Cowboy polo;690
Elephant polo;691
Horse polo;692
Segway polo;693
Yak polo;694
Free running;695
Freestyle footbag;696
Powerbocking;698
Parkour;699
Street workout;701
British bulldogs (American Eagle);702
Capture the flag;703
Hana Ichi Monme;704
Hide and seek;705
Jugger;706
Kabaddi;707
Kho kho;708
Kick the can;709
Oztag;710
Red rover;711
Tag;712
Backpacking (wilderness);714
Racewalking;715
Bushwhacking;716
Walking;717
Butts Up;721
Chinese handball;722
International fronton;725
Suicide (game);730
Valencian frontÃ³;731
Wallball;732
Canoeing;734
Outrigger canoeing;735
Creeking;736
Flyak;737
Freeboating;738
Sea kayaking;739
Squirt boating;740
Surf kayaking;741
Whitewater kayaking;742
Rafting;743
White water rafting;744
Rowing (sport);745
Gig racing;746
Coastal and ocean rowing;747
Surfboat;748
Single scull;749
Dragon boat racing;750
Stand up paddle boarding;751
Backstroke;754
Breaststroke;755
Butterfly stroke;756
Freestyle swimming;757
Individual medley;758
Synchronized swimming;759
Medley relay;760
Apnoea finswimming;761
Aquathlon (underwater wrestling);762
Freediving;763
Immersion finswimming;764
Scuba diving;765
Snorkelling;767
Sport diving (sport);768
Underwater orienteering;770
Underwater photography (sport);771
Underwater target shooting;772
Cliff diving;773
Diving;774
Basque traditional weightlifting;775
Bodybuilding;776
Highland games;777
Olympic weightlifting;778
Powerlifting;779
Strength athletics (strongman);780
Steinstossen;781
CrossFit;782
Autocross (a.k.a. Slalom);783
Autograss;784
Banger racing;785
Board track racing;786
Demolition derby;787
Desert racing;788
Dirt track racing;789
Drag racing;790
Drifting;791
Folkrace;792
Formula racing;793
Formula Libre;794
Formula Student;795
Hillclimbing;796
Ice racing;797
Kart racing;798
Land speed records;799
Legends car racing;800
Midget car racing;801
Monster truck;802
Mud bogging;803
Off-road racing;804
Pickup truck racing;805
Production car racing;806
